rownum,site,day,month,year,time,latitude,longitude,CHPU_index,MOCO_index,building_type,roof_design,occ_bin
703,MSOR_01,29,3,2022,9:50:42,-3.442817517,38.22680674,0,0,other_coup,flat,0
704,MSOR_01,29,3,2022,9:52:03,-3.442906811,38.22676952,0,0,other_latrine,flat,0
705,MSOR_01,29,3,2022,10:18:00,-3.443988592,38.22845904,0,0,modern_mud,triangle,0
706,MSOR_01,29,3,2022,10:18:37,-3.444052366,38.22844369,0,0,mud,triangle,0
707,MSOR_01,29,3,2022,10:19:58,-3.444306233,38.22841177,0,0,other_latrine,flat,0
708,MSOR_01,29,3,2022,11:34:16,-3.442360943,38.23092821,0,0,modern_mud,triangle,0
709,MSOR_01,29,3,2022,11:38:22,-3.44243968,38.23091369,0,0,other_latrine,flat,0
710,MSOR_01,29,3,2022,11:52:28,-3.442147438,38.23017719,0,0,modern_mud,triangle,0
711,MSOR_01,29,3,2022,11:55:04,-3.442093122,38.23017266,0,0,other_latrine,flat,0
712,MSOR_01,29,3,2022,12:11:15,-3.440984921,38.22765763,0,0,other_latrine,flat,0
713,MSOR_01,29,3,2022,12:41:43,-3.443871892,38.22321233,0,0,modern_mud,triangle,0
714,MSOR_01,29,3,2022,12:42:12,-3.44391398,38.22309385,0,0,other_latrine,flat,0
715,MSOR_01,29,3,2022,12:43:00,-3.443850123,38.22328841,0,0,other_latrine,flat,0
716,MSOR_01,29,3,2022,12:43:42,-3.443801584,38.22315054,0,0,mud,triangle,0
717,MSOR_01,29,3,2022,13:36:31,-3.439794912,38.22384976,0,0,mud,flat,0
718,MSOR_01,29,3,2022,13:37:17,-3.439739663,38.22382979,0,0,other_latrine,other_no roof,0
719,MSOR_01,29,3,2022,13:43:10,-3.439456456,38.22416072,0,0,mud,triangle,0
720,MSOR_01,29,3,2022,13:43:57,-3.439427208,38.2241146,0,0,modern_mud,triangle,0
721,MSOR_01,29,3,2022,13:55:39,-3.439889819,38.22504859,0,0,mud,triangle,0
722,MSOR_01,29,3,2022,13:59:46,-3.438687944,38.22455679,0,0,mud,triangle,0
723,MSOR_01,29,3,2022,14:08:19,-3.43792821,38.22304227,0,0,mud,flat,0
724,MSOR_01,29,3,2022,14:30:11,-3.436509673,38.22575189,0,0,other_coup,flat,0
725,MSOR_01,29,3,2022,14:30:59,-3.436555004,38.2257452,0,0,mud,flat,0
726,MSOR_01,29,3,2022,14:32:27,-3.436788779,38.22653968,0,0,other_latrine,flat,0
727,MSOR_01,29,3,2022,14:33:02,-3.436658295,38.22649563,0,0,modern_mud,flat,1
728,MSOR_01,29,3,2022,14:43:17,-3.437636,38.226924,0,0,modern_mud,triangle,0
729,MSOR_01,29,3,2022,14:52:37,-3.438118029,38.22765892,0,0,mud,flat,0
730,MSOR_01,29,3,2022,14:57:01,-3.438473448,38.22801618,0,0,modern_mud,flat,0
731,MSOR_01,29,3,2022,14:58:39,-3.43849418,38.22805107,0,0,other_latrine,flat,0
732,MSOR_01,29,3,2022,14:59:44,-3.438617379,38.22904374,0,0,other_latrine,flat,0
733,MSOR_01,29,3,2022,15:01:49,-3.438437447,38.22913514,0,0,modern,triangle,0
734,MSOR_01,29,3,2022,15:02:46,-3.438436162,38.22907021,0,0,modern,triangle,0
735,MSOR_01,29,3,2022,15:03:08,-3.438546639,38.22904771,0,0,modern,flat,0
736,MSOR_01,29,3,2022,12:03:46,-3.442506828,38.22848327,NA,NA,mud,triangle,0
737,GIMB_01,31,3,2022,9:54:19,-3.504242229,38.5544499,NA,NA,modern,triangle,1
739,GIMB_01,31,3,2022,13:33:44,-3.506468501,38.55503992,NA,NA,modern_mud,flat,1
740,GIMB_01,31,3,2022,14:15:04,-3.505630619,38.55009636,1,0,modern,triangle,1
741,GIMB_01,31,3,2022,12:26:04,-3.506478058,38.55575483,NA,NA,modern,triangle,1
742,GIMB_01,31,3,2022,9:55:03,-3.504223648,38.55460139,0,0,other_coup,flat,0
743,GIMB_01,31,3,2022,10:00:39,-3.504549446,38.55388838,0,0,modern,flat,0
744,GIMB_01,31,3,2022,10:02:13,-3.504446424,38.55384555,0,0,modern,flat,0
745,GIMB_01,31,3,2022,10:04:13,-3.504048455,38.55365896,0,0,mud,flat,0
746,GIMB_01,31,3,2022,10:04:33,-3.504008241,38.55364082,0,0,other_coup,flat,0
747,GIMB_01,31,3,2022,10:04:51,-3.50386473,38.55347048,0,0,mud,triangle,0
748,GIMB_01,31,3,2022,10:06:09,-3.503664629,38.55308854,0,0,mud,flat,0
749,GIMB_01,31,3,2022,10:09:56,-3.503168538,38.55357643,0,0,mud,flat,0
750,GIMB_01,31,3,2022,10:13:17,-3.503067292,38.55354497,0,0,mud,flat,0
751,GIMB_01,31,3,2022,10:13:31,-3.503080416,38.5534832,0,0,mud,triangle,0
752,GIMB_01,31,3,2022,10:14:44,-3.503033526,38.55352537,0,0,other_coup,flat,0
753,GIMB_01,31,3,2022,10:18:18,-3.502361118,38.55439633,0,0,mud,flat,NA
754,GIMB_01,31,3,2022,10:21:04,-3.501796075,38.55440606,0,0,other_wood,flat,0
755,GIMB_01,31,3,2022,10:22:54,-3.501462902,38.55488682,0,0,mud,triangle,0
756,GIMB_01,31,3,2022,10:23:28,-3.501423899,38.55487981,0,0,other_coup,flat,0
757,GIMB_01,31,3,2022,10:24:57,-3.501940828,38.5555187,0,0,other_iron,flat,0
758,GIMB_01,31,3,2022,10:27:54,-3.501228654,38.55580483,0,0,mud,flat,0
759,GIMB_01,31,3,2022,10:28:34,-3.501110559,38.55580483,0,0,mud,triangle,0
760,GIMB_01,31,3,2022,10:29:00,-3.50117353,38.55572418,0,0,other_latrine,flat,0
761,GIMB_01,31,3,2022,10:30:49,-3.501158297,38.55580097,0,0,mud,flat,0
762,GIMB_01,31,3,2022,10:33:40,-3.502538978,38.5564107,0,0,mud,flat,0
763,GIMB_01,31,3,2022,10:34:45,-3.502513027,38.5565364,0,0,other_latrine,flat,0
764,GIMB_01,31,3,2022,10:39:44,-3.501090776,38.55787438,0,0,mud,triangle,0
765,GIMB_01,31,3,2022,10:40:24,-3.501024789,38.55785448,0,0,mud,triangle,0
766,GIMB_01,31,3,2022,10:40:56,-3.50101641,38.55802104,0,0,mud,other_no roof,0
767,GIMB_01,31,3,2022,10:41:57,-3.500964039,38.55796028,0,0,other_latrine,flat,0
768,GIMB_01,31,3,2022,10:46:39,-3.500540194,38.55890731,0,0,other_latrine,flat,0
769,GIMB_01,31,3,2022,10:56:01,-3.502964555,38.55816248,0,0,modern,triangle,0
770,GIMB_01,31,3,2022,10:57:46,-3.502940787,38.55807249,0,0,other_latrine,flat,0
771,GIMB_01,31,3,2022,10:58:20,-3.50300638,38.55815331,0,0,mud,flat,0
772,GIMB_01,31,3,2022,11:00:01,-3.503218145,38.55724342,0,0,other_latrine,flat,0
773,GIMB_01,31,3,2022,11:00:34,-3.502950618,38.55727315,0,0,mud,flat,0
774,GIMB_01,31,3,2022,11:01:01,-3.50320687,38.55729263,0,0,other_coup,flat,0
775,GIMB_01,31,3,2022,11:01:27,-3.50304492,38.55734389,0,0,modern_mud,triangle,0
776,GIMB_01,31,3,2022,11:04:19,-3.503830301,38.55775372,0,0,mud,other_straw,0
777,GIMB_01,31,3,2022,11:05:33,-3.503743918,38.55773974,0,0,mud,flat,0
778,GIMB_01,31,3,2022,11:07:30,-3.503942756,38.55819201,0,0,mud,triangle,0
779,GIMB_01,31,3,2022,11:10:15,-3.504000483,38.55862664,0,0,modern_mud,triangle,0
780,GIMB_01,31,3,2022,11:10:53,-3.503947567,38.55857532,0,0,other_coup,flat,0
781,GIMB_01,31,3,2022,11:11:19,-3.503963602,38.55853522,0,0,other_coup,flat,0
782,GIMB_01,31,3,2022,11:11:40,-3.503982845,38.55849192,0,0,other_latrine,flat,0
783,GIMB_01,31,3,2022,11:14:38,-3.504239096,38.55774987,0,0,mud,flat,0
784,GIMB_01,31,3,2022,11:16:32,-3.504194587,38.55733495,0,0,other_latrine,flat,0
790,GIMB_01,31,3,2022,11:59:53,-3.508570444,38.55850096,0,0,other_latrine,flat,0
791,GIMB_01,31,3,2022,12:00:32,-3.508554495,38.55843368,0,0,mud,triangle,0
792,GIMB_01,31,3,2022,12:00:59,-3.508575468,38.55834687,0,0,mud,triangle,0
793,GIMB_01,31,3,2022,12:01:17,-3.508521225,38.5583476,0,0,mud,triangle,0
794,GIMB_01,31,3,2022,12:08:31,-3.508704072,38.55654253,0,0,mud,triangle,0
795,GIMB_01,31,3,2022,12:09:05,-3.508659891,38.55650684,0,0,other_coup,flat,0
796,GIMB_01,31,3,2022,12:09:50,-3.508158609,38.55632499,0,0,mud,triangle,0
797,GIMB_01,31,3,2022,12:10:25,-3.508173902,38.5562876,0,0,other_coup,flat,0
798,GIMB_01,31,3,2022,12:10:50,-3.508162008,38.55623321,0,0,other_latrine,flat,0
799,GIMB_01,31,3,2022,12:11:47,-3.508040891,38.55696682,0,0,mud,flat,0
800,GIMB_01,31,3,2022,12:12:53,-3.507519486,38.55625286,0,0,mud,flat,0
801,GIMB_01,31,3,2022,12:13:14,-3.50753736,38.5562181,0,0,other_iron,flat,0
802,GIMB_01,31,3,2022,12:13:41,-3.507510465,38.55621453,0,0,mud,flat,0
803,GIMB_01,31,3,2022,12:16:11,-3.507773746,38.55736354,0,0,mud,triangle,0
804,GIMB_01,31,3,2022,12:21:48,-3.507090403,38.55609481,0,0,other_latrine,flat,0
805,GIMB_01,31,3,2022,12:22:41,-3.507265481,38.55563049,0,0,modern_mud,flat,0
806,GIMB_01,31,3,2022,12:23:22,-3.507288634,38.55564118,0,0,other_coup,flat,0
807,GIMB_01,31,3,2022,12:27:39,-3.506433053,38.555776,0,0,mud,flat,0
808,GIMB_01,31,3,2022,12:31:55,-3.506192516,38.55692142,0,0,mud,triangle,0
809,GIMB_01,31,3,2022,12:33:46,-3.505551634,38.556926,0,0,mud,triangle,0
810,GIMB_01,31,3,2022,12:38:41,-3.50487736,38.55548943,0,0,mud,triangle,0
811,GIMB_01,31,3,2022,12:49:24,-3.504542102,38.55502914,0,0,mud,flat,0
812,GIMB_01,31,3,2022,12:53:29,-3.504177651,38.55531057,0,0,modern_mud,flat,0
813,GIMB_01,31,3,2022,12:54:21,-3.504219828,38.55530802,0,0,mud,flat,0
814,GIMB_01,31,3,2022,12:54:39,-3.504232609,38.55533486,0,0,other_latrine,flat,0
815,GIMB_01,31,3,2022,12:55:10,-3.504056329,38.55469551,0,0,other_greenhouse,other_round,0
816,GIMB_01,31,3,2022,12:57:54,-3.504184674,38.55616578,0,0,mud,flat,0
817,GIMB_01,31,3,2022,13:20:39,-3.505013578,38.55390166,0,0,mud,triangle,0
818,GIMB_01,31,3,2022,13:21:38,-3.505137495,38.55399886,0,0,mud,triangle,0
819,GIMB_01,31,3,2022,13:22:46,-3.505255495,38.55405027,0,0,modern_mud,triangle,0
820,GIMB_01,31,3,2022,13:23:28,-3.505326762,38.55407715,0,0,other_latrine,flat,0
821,GIMB_01,31,3,2022,13:25:22,-3.505454903,38.55414925,0,0,other_latrine,flat,0
822,GIMB_01,31,3,2022,13:26:01,-3.505520321,38.55418513,0,0,mud,flat,0
823,GIMB_01,31,3,2022,13:26:18,-3.505604732,38.55421467,0,0,modern,triangle,0
824,GIMB_01,31,3,2022,13:28:16,-3.505777186,38.55443851,0,0,modern_mud,flat,0
825,GIMB_01,31,3,2022,13:29:12,-3.505926033,38.55449084,0,0,mud,flat,0
826,GIMB_01,31,3,2022,13:31:38,-3.506154374,38.55538028,0,0,mud,triangle,0
827,GIMB_01,31,3,2022,13:34:30,-3.5065273,38.55507418,0,0,other_latrine,flat,0
828,GIMB_01,31,3,2022,13:49:02,-3.507492145,38.55482117,0,0,other_iron,triangle,0
829,GIMB_01,31,3,2022,13:57:51,-3.5087595,38.55148433,0,0,mud,flat,0
831,GIMB_01,31,3,2022,14:02:23,-3.508109514,38.55114187,0,0,mud,triangle,0
832,GIMB_01,31,3,2022,14:02:45,-3.50813965,38.55106506,0,0,other_latrine,flat,0
833,GIMB_01,31,3,2022,14:03:15,-3.508037579,38.55113506,0,0,mud,triangle,0
834,GIMB_01,31,3,2022,14:04:33,-3.507573955,38.55171852,0,0,mud,other_straw,0
835,GIMB_01,31,3,2022,14:05:03,-3.507607897,38.55196181,0,0,mud,flat,0
836,GIMB_01,31,3,2022,14:05:21,-3.507124794,38.55158839,0,0,mud,flat,NA
837,GIMB_01,31,3,2022,14:11:26,-3.506060835,38.55017952,0,0,mud,triangle,0
838,GIMB_01,31,3,2022,14:11:49,-3.506040079,38.55028955,0,0,other_latrine,flat,0
839,GIMB_01,31,3,2022,14:13:50,-3.506000325,38.55043232,0,0,mud,flat,0
840,GIMB_01,31,3,2022,14:14:46,-3.50563668,38.5500309,0,0,modern_mud,triangle,0
841,GIMB_01,31,3,2022,14:18:31,-3.5055667,38.55005756,0,0,other_latrine,flat,0
842,GIMB_01,31,3,2022,14:21:09,-3.505572379,38.55002801,0,0,other_coup,flat,0
843,GIMB_01,31,3,2022,14:25:34,-3.505099684,38.55077272,0,0,mud,flat,0
844,GIMB_01,31,3,2022,14:27:46,-3.505816322,38.55117936,0,0,mud,triangle,0
845,GIMB_01,31,3,2022,14:28:44,-3.505881519,38.5511578,0,0,mud,triangle,0
846,GIMB_01,31,3,2022,14:33:39,-3.503797021,38.5504856,0,0,mud,triangle,0
848,GIMB_01,31,3,2022,14:37:13,-3.502370641,38.55003775,0,0,mud,triangle,0
849,GIMB_01,31,3,2022,14:43:30,-3.502407051,38.55256573,0,0,mud,flat,0
850,GIMB_01,31,3,2022,14:44:05,-3.502328515,38.55254102,0,0,mud,flat,0
851,GIMB_01,31,3,2022,14:50:59,-3.499988437,38.55404632,0,0,mud,flat,0
852,GIMB_01,31,3,2022,14:51:20,-3.499879272,38.55306975,0,0,other_iron,flat,0
853,GIMB_01,31,3,2022,14:52:29,-3.499854308,38.55295921,0,0,mud,flat,0
854,GIMB_01,31,3,2022,15:05:35,-3.504714529,38.55314365,0,0,mud,triangle,0
855,GIMB_01,31,3,2022,10:45:43,-3.500489251,38.55884351,0,0,mud,triangle,0
856,GIMB_01,31,3,2022,11:17:05,-3.503974836,38.55719718,0,0,mud,triangle,0
857,GIMB_01,31,3,2022,11:17:38,-3.503912518,38.55716328,0,0,mud,flat,0
858,GIMB_01,31,3,2022,14:06:32,-3.507519099,38.55181986,0,0,modern,triangle,NA
859,MWAS_01,7,4,2022,9:00:52,-3.491057687,38.27075977,3,0,modern,triangle,1
860,MWAS_01,7,4,2022,9:02:35,-3.490506086,38.27078325,0,0,modern,triangle,0
861,MWAS_01,7,4,2022,14:41:34,-3.486738703,38.26743391,NA,NA,modern_mud,triangle,1
862,MWAS_01,7,4,2022,14:56:08,-3.492559235,38.26962611,0,0,modern,triangle,0
863,MWAS_01,7,4,2022,15:30:31,-3.488351367,38.27205215,NA,NA,modern,triangle,1
864,MWAS_01,8,4,2022,12:38:24,-3.492171736,38.26934174,0,0,other_latrine,flat,0
865,MWAS_01,7,4,2022,14:23:39,-3.493544699,38.27028385,0,0,mud,flat,0
866,MWAS_01,7,4,2022,14:25:28,-3.493575271,38.2686346,0,0,mud,flat,0
867,MWAS_01,7,4,2022,14:25:52,-3.493422409,38.26914048,0,0,mud,flat,0
868,MWAS_01,7,4,2022,14:26:10,-3.49337655,38.26911627,0,0,mud,triangle,0
869,MWAS_01,7,4,2022,14:26:38,-3.493384194,38.26916852,0,0,mud,flat,0
870,MWAS_01,7,4,2022,14:27:03,-3.492991848,38.26951639,0,0,modern_mud,flat,NA
871,MWAS_01,7,4,2022,14:28:45,-3.491842377,38.26814513,0,0,modern_mud,triangle,NA
872,MWAS_01,7,4,2022,14:29:32,-3.491463139,38.2672595,0,0,modern,triangle,0
873,MWAS_01,7,4,2022,14:30:51,-3.491798628,38.26804471,0,0,other_latrine,flat,0
874,MWAS_01,7,4,2022,14:32:01,-3.489255753,38.26698335,0,0,mud,flat,0
875,MWAS_01,7,4,2022,14:32:33,-3.489524951,38.2663587,0,0,mud,flat,0
876,MWAS_01,7,4,2022,14:32:53,-3.489332982,38.26702088,0,0,mud,flat,0
877,MWAS_01,7,4,2022,14:36:00,-3.487973981,38.26628028,0,0,modern,triangle,0
878,MWAS_01,7,4,2022,14:36:27,-3.4879732,38.26632712,0,0,mud,triangle,0
879,MWAS_01,7,4,2022,14:38:35,-3.487947251,38.2663871,0,0,other_latrine,flat,0
880,MWAS_01,7,4,2022,14:42:24,-3.48664054,38.26740039,0,0,other_latrine,flat,0
881,MWAS_01,7,4,2022,14:43:36,-3.486690734,38.26738075,0,0,modern_mud,other_no roof,0
882,MWAS_01,7,4,2022,14:50:14,-3.491970548,38.26811611,0,0,other_latrine,flat,0
883,MWAS_01,7,4,2022,14:50:49,-3.491711729,38.26902877,0,0,modern,triangle,NA
884,MWAS_01,7,4,2022,14:51:28,-3.491752874,38.26889662,0,0,other_latrine,flat,0
885,MWAS_01,7,4,2022,14:52:13,-3.492017076,38.26909376,0,0,other_latrine,flat,0
886,MWAS_01,7,4,2022,14:52:40,-3.491973765,38.26915658,0,0,other_latrine,flat,0
887,MWAS_01,7,4,2022,14:53:51,-3.491817641,38.26931328,0,0,mud,triangle,0
888,MWAS_01,7,4,2022,14:55:10,-3.49244911,38.26990507,0,0,modern,triangle,0
889,MWAS_01,7,4,2022,14:56:46,-3.490995938,38.27056111,0,0,other_latrine,triangle,0
890,MWAS_01,7,4,2022,14:57:28,-3.490829788,38.27077959,0,0,other_latrine,triangle,0
891,MWAS_01,7,4,2022,15:01:26,-3.491435173,38.27186029,0,0,modern_mud,flat,NA
892,MWAS_01,7,4,2022,15:02:25,-3.49136425,38.27180058,0,0,other_latrine,flat,0
893,MWAS_01,7,4,2022,15:02:48,-3.491264683,38.27183893,0,0,modern_mud,triangle,NA
894,MWAS_01,7,4,2022,15:06:30,-3.490138373,38.27196836,0,0,modern_mud,triangle,0
895,MWAS_01,7,4,2022,15:09:38,-3.48959192,38.27245437,0,0,mud,flat,0
896,MWAS_01,7,4,2022,15:15:51,-3.490495613,38.27345693,0,0,mud,triangle,0
897,MWAS_01,7,4,2022,15:17:05,-3.490514773,38.27349639,0,0,mud,flat,0
898,MWAS_01,7,4,2022,15:17:26,-3.490507725,38.27354221,0,0,mud,flat,0
899,MWAS_01,7,4,2022,15:17:52,-3.490600003,38.2734668,0,0,other_latrine,flat,0
900,MWAS_01,7,4,2022,15:18:52,-3.491052288,38.27328707,0,0,other_latrine,flat,0
901,MWAS_01,7,4,2022,15:19:32,-3.491045331,38.27318016,0,0,mud,flat,0
902,MWAS_01,7,4,2022,15:19:52,-3.491045969,38.27321527,0,0,mud,flat,0
903,MWAS_01,7,4,2022,15:31:13,-3.48835024,38.27199742,0,0,other_latrine,flat,0
904,MWAS_01,7,4,2022,15:36:02,-3.487698157,38.27266931,0,0,mud,triangle,0
905,MWAS_01,7,4,2022,15:36:25,-3.487605679,38.27266753,0,0,mud,flat,0
906,MWAS_01,7,4,2022,15:36:47,-3.48759323,38.27260527,0,0,mud,flat,0
907,MWAS_01,7,4,2022,15:39:32,-3.487565563,38.27255376,0,0,other_latrine,flat,0
908,MWAS_01,7,4,2022,15:48:29,-3.487971345,38.27086643,0,0,other_latrine,flat,0
909,MWAS_01,7,4,2022,15:49:21,-3.488036268,38.27091433,0,0,modern,triangle,0
910,MWAS_01,7,4,2022,15:49:38,-3.488071286,38.27091731,0,0,mud,triangle,0
911,MWAS_01,7,4,2022,15:50:37,-3.488274832,38.27086284,0,0,mud,triangle,0
912,MWAS_01,8,4,2022,11:53:45,-3.487651691,38.2682957,0,0,mud,flat,0
913,MWAS_01,8,4,2022,11:56:05,-3.488262216,38.26834242,0,0,other_latrine,flat,0
914,MWAS_01,8,4,2022,11:56:46,-3.488615959,38.26850653,0,0,other_coup,flat,0
915,MWAS_01,8,4,2022,11:57:12,-3.488619507,38.26855063,0,0,modern_mud,triangle,0
916,MWAS_01,8,4,2022,12:00:02,-3.48811959,38.26872172,0,0,mud,triangle,0
917,MWAS_01,8,4,2022,12:22:47,-3.487855991,38.27349613,0,0,other_coup,other_no roof,0
918,MWAS_01,8,4,2022,12:24:03,-3.487928588,38.27350206,0,0,mud,flat,0
919,MWAS_01,8,4,2022,12:35:13,-3.492737,38.269885,0,0,modern,triangle,0
920,MWAS_01,8,4,2022,12:35:51,-3.492608411,38.26984486,0,0,other_iron,flat,0
921,MWAS_01,8,4,2022,12:45:51,-3.492947622,38.270145,0,0,modern,triangle,0
922,MWAS_01,8,4,2022,12:50:33,-3.492985921,38.27006071,0,0,modern,triangle,0
923,MWAS_01,8,4,2022,12:56:28,-3.493331945,38.2716912,0,0,modern,flat,0
924,MWAS_01,8,4,2022,12:56:59,-3.493481466,38.27157799,0,0,mud,flat,0
925,MWAS_01,8,4,2022,12:57:32,-3.493515292,38.271611,0,0,mud,flat,0
926,MWAS_01,8,4,2022,12:58:11,-3.493427841,38.27166217,0,0,mud,other_straw,0
927,MWAS_01,8,4,2022,12:58:50,-3.49332554,38.27162916,0,0,mud,flat,0
