rownum,site,day,month,year,time,latitude,longitude,CHPU_index,MOCO_index,building_type,roof_design,occ_bin
928,MWAS_01,8,4,2022,12:59:23,-3.493357437,38.27174454,0,0,other_latrine,flat,0
929,MWAS_01,8,4,2022,13:02:39,-3.493230439,38.27227324,0,0,mud,flat,0
930,MWAS_01,8,4,2022,13:03:11,-3.493277752,38.27222928,0,0,other_latrine,flat,0
931,MWAS_01,8,4,2022,13:04:48,-3.493226207,38.27295664,0,0,other_latrine,flat,0
932,MWAS_01,8,4,2022,13:05:15,-3.493186059,38.2731406,0,0,mud,flat,0
933,MWAS_01,8,4,2022,13:05:32,-3.493138417,38.27309703,0,0,mud,triangle,0
934,MWAS_01,8,4,2022,13:07:12,-3.49328142,38.27360699,0,0,other_latrine,flat,0
935,MWAS_01,8,4,2022,13:07:42,-3.493212173,38.27364324,0,0,modern,triangle,0
936,MWAS_01,8,4,2022,13:08:59,-3.492652151,38.27377424,0,0,mud,triangle,0
937,MWAS_01,8,4,2022,13:09:21,-3.492638268,38.27384286,0,0,other_latrine,flat,0
938,MWAS_01,8,4,2022,13:11:03,-3.492738203,38.27400726,0,0,mud,triangle,0
939,MWAS_01,8,4,2022,13:38:47,-3.490153362,38.27487471,0,0,mud,triangle,0
940,MWAS_01,8,4,2022,13:44:46,-3.489209812,38.27525784,0,0,mud,triangle,0
943,MWAS_01,7,4,2022,14:53:05,-3.491855898,38.26937068,0,0,modern_mud,triangle,0
944,MWAS_02,7,4,2022,13:39:52,-3.493886261,38.27053186,0,0,mud,triangle,0
945,MWAS_02,7,4,2022,8:57:27,-3.49824326,38.27391785,4,0,modern,triangle,1
946,MWAS_02,7,4,2022,10:11:46,-3.501767752,38.27735618,NA,NA,modern,triangle,1
947,MWAS_02,7,4,2022,10:20:11,-3.500926366,38.27809334,NA,NA,modern,triangle,1
948,MWAS_02,7,4,2022,10:50:38,-3.50009171,38.2762786,0,0,other_latrine,flat,0
949,MWAS_02,7,4,2022,11:14:15,-3.498221706,38.27671741,3,2,modern,triangle,1
950,MWAS_02,7,4,2022,11:29:34,-3.497504213,38.27683813,1,0,modern,triangle,1
951,MWAS_02,7,4,2022,11:59:27,-3.497049,38.275976,1,0,modern_mud,triangle,1
952,MWAS_02,7,4,2022,12:07:50,-3.49611027,38.27612921,2,0,modern,triangle,1
953,MWAS_02,7,4,2022,12:18:05,-3.494362149,38.27566627,0,0,other_latrine,flat,0
954,MWAS_02,7,4,2022,12:49:15,-3.496495445,38.27472843,NA,NA,modern,triangle,1
955,MWAS_02,7,4,2022,13:14:21,-3.49533888,38.27345181,0,0,other_latrine,flat,0
956,MWAS_02,7,4,2022,13:48:55,-3.494088784,38.27213169,0,0,other_latrine,flat,0
957,MWAS_02,7,4,2022,13:51:10,-3.494038286,38.27242045,0,0,modern_mud,triangle,0
958,MWAS_02,7,4,2022,9:53:28,-3.498727096,38.2743025,0,0,modern,triangle,0
959,MWAS_02,7,4,2022,9:56:01,-3.49805042,38.27481249,0,0,modern,triangle,0
960,MWAS_02,7,4,2022,9:56:32,-3.498175536,38.27496892,0,0,mud,triangle,0
961,MWAS_02,7,4,2022,9:59:48,-3.500262467,38.27544405,0,0,mud,flat,0
962,MWAS_02,7,4,2022,10:00:16,-3.5002683,38.27538376,0,0,mud,flat,0
963,MWAS_02,7,4,2022,10:01:44,-3.500177856,38.27537227,0,0,other_latrine,flat,0
964,MWAS_02,7,4,2022,10:05:09,-3.50090615,38.27555264,0,0,other_latrine,flat,0
965,MWAS_02,7,4,2022,10:05:32,-3.500842503,38.27558814,0,0,modern_mud,triangle,0
966,MWAS_02,7,4,2022,10:06:18,-3.500994697,38.27565169,0,0,mud,flat,0
967,MWAS_02,7,4,2022,10:09:11,-3.502376724,38.27693828,0,0,modern,flat,NA
968,MWAS_02,7,4,2022,10:09:57,-3.501997408,38.27671083,0,0,other_coup,flat,0
969,MWAS_02,7,4,2022,10:10:52,-3.501930872,38.27667662,0,0,other_latrine,flat,0
970,MWAS_02,7,4,2022,10:15:33,-3.501814542,38.27741417,0,0,other_latrine,flat,0
971,MWAS_02,7,4,2022,10:15:54,-3.502009737,38.27753695,0,0,modern,triangle,0
972,MWAS_02,7,4,2022,10:16:42,-3.501899529,38.27675988,0,0,mud,triangle,0
973,MWAS_02,7,4,2022,10:17:12,-3.50192756,38.27686616,0,0,other_coup,flat,0
974,MWAS_02,7,4,2022,10:18:39,-3.500992474,38.2779787,0,0,other_latrine,flat,0
975,MWAS_02,7,4,2022,10:26:26,-3.500888598,38.27657928,0,0,mud,flat,0
976,MWAS_02,7,4,2022,10:26:57,-3.500863976,38.27656024,0,0,mud,flat,0
977,MWAS_02,7,4,2022,10:27:18,-3.500908068,38.27659656,0,0,mud,triangle,0
978,MWAS_02,7,4,2022,10:27:49,-3.500924149,38.27661835,0,0,other_coup,flat,0
979,MWAS_02,7,4,2022,10:28:17,-3.500937636,38.27663963,0,0,other_coup,flat,0
980,MWAS_02,7,4,2022,10:30:23,-3.500551905,38.27627214,0,0,mud,triangle,0
981,MWAS_02,7,4,2022,10:31:35,-3.500522801,38.27648656,0,0,mud,triangle,0
982,MWAS_02,7,4,2022,10:31:52,-3.500424841,38.27647804,0,0,other_latrine,flat,0
983,MWAS_02,7,4,2022,10:32:45,-3.500445326,38.27647813,0,0,other_latrine,flat,0
984,MWAS_02,7,4,2022,10:32:59,-3.500538194,38.27691218,0,0,mud,flat,0
985,MWAS_02,7,4,2022,10:33:41,-3.500793035,38.27659457,0,0,mud,triangle,0
986,MWAS_02,7,4,2022,10:34:09,-3.500353,38.27741,0,0,mud,triangle,0
987,MWAS_02,7,4,2022,10:36:38,-3.499523355,38.2780294,0,0,other_latrine,flat,0
988,MWAS_02,7,4,2022,10:39:25,-3.499447717,38.2779456,0,0,other_latrine,flat,0
989,MWAS_02,7,4,2022,10:40:30,-3.499002043,38.27778611,0,0,mud,triangle,0
990,MWAS_02,7,4,2022,10:44:53,-3.499644194,38.27699055,0,0,mud,flat,0
991,MWAS_02,7,4,2022,10:45:37,-3.49965474,38.27692165,0,0,other_latrine,flat,0
992,MWAS_02,7,4,2022,10:46:30,-3.499608947,38.27692633,0,0,other_food,flat,0
993,MWAS_02,7,4,2022,10:46:58,-3.499605209,38.27683098,0,0,mud,flat,0
994,MWAS_02,7,4,2022,10:48:07,-3.499956911,38.27638267,0,0,mud,triangle,0
995,MWAS_02,7,4,2022,10:48:43,-3.500038125,38.27640166,0,0,modern_mud,other_triangle/flat,0
996,MWAS_02,7,4,2022,10:49:24,-3.500017218,38.27634416,0,0,other_latrine,flat,0
997,MWAS_02,7,4,2022,10:51:42,-3.500152704,38.27623922,0,0,mud,flat,0
998,MWAS_02,7,4,2022,10:59:07,-3.501300581,38.2764859,0,0,modern_mud,other_no roof,0
999,MWAS_02,7,4,2022,11:00:32,-3.501302407,38.27640464,0,0,mud,flat,1
1000,MWAS_02,7,4,2022,11:10:21,-3.498297843,38.27585895,0,0,other_latrine,flat,0
1001,MWAS_02,7,4,2022,11:11:18,-3.498375056,38.27596041,0,0,modern,triangle,0
1002,MWAS_02,7,4,2022,11:12:47,-3.498325199,38.27672413,0,0,other_latrine,flat,0
1003,MWAS_02,7,4,2022,11:13:09,-3.498314247,38.27666536,0,0,other_latrine,flat,0
1004,MWAS_02,7,4,2022,11:28:27,-3.497934423,38.2767095,0,0,modern,triangle,0
1005,MWAS_02,7,4,2022,11:29:04,-3.497707836,38.27680521,0,0,other_wood,triangle,0
1006,MWAS_02,7,4,2022,11:33:07,-3.497641966,38.27695051,0,0,modern_mud,triangle,0
1007,MWAS_02,7,4,2022,11:34:17,-3.498095348,38.27652173,0,0,other_water,triangle,0
1008,MWAS_02,7,4,2022,11:35:12,-3.498222873,38.27663081,0,0,modern_mud,flat,0
1009,MWAS_02,7,4,2022,11:37:17,-3.497218825,38.27704431,0,0,modern_mud,flat,0
1010,MWAS_02,7,4,2022,11:37:53,-3.497138255,38.27709155,0,0,modern_mud,flat,0
1011,MWAS_02,7,4,2022,11:38:38,-3.497440465,38.27708134,0,0,mud,flat,0
1012,MWAS_02,7,4,2022,11:39:16,-3.497622723,38.27700917,0,0,mud,flat,0
1013,MWAS_02,7,4,2022,11:40:12,-3.496949414,38.27746947,0,0,mud,flat,0
1014,MWAS_02,7,4,2022,11:40:58,-3.496969078,38.27754533,0,0,mud,flat,0
1015,MWAS_02,7,4,2022,11:41:25,-3.496887949,38.27754721,0,0,mud,triangle,0
1016,MWAS_02,7,4,2022,11:42:09,-3.496897,38.277619,0,0,other_latrine,flat,0
1017,MWAS_02,7,4,2022,11:46:54,-3.496452464,38.27821119,0,0,other_coup,flat,0
1018,MWAS_02,7,4,2022,11:47:16,-3.496455504,38.27813137,0,0,modern,flat,0
1019,MWAS_02,7,4,2022,11:47:53,-3.496526192,38.27801201,0,0,other_latrine,flat,0
1020,MWAS_02,7,4,2022,11:48:25,-3.496566476,38.27820739,0,0,other_coup,flat,0
1021,MWAS_02,7,4,2022,11:49:47,-3.497289489,38.27843181,0,0,mud,flat,0
1022,MWAS_02,7,4,2022,11:51:41,-3.497428084,38.27771949,0,0,modern_mud,triangle,0
1023,MWAS_02,7,4,2022,11:56:18,-3.497152198,38.27630511,0,0,other_latrine,flat,0
1024,MWAS_02,7,4,2022,11:56:44,-3.497177335,38.27631369,0,0,other_coup,flat,0
1025,MWAS_02,7,4,2022,11:57:13,-3.497179621,38.27623197,0,0,modern,triangle,0
1026,MWAS_02,7,4,2022,11:58:11,-3.497110493,38.27619483,0,0,modern_mud,triangle,0
1027,MWAS_02,7,4,2022,11:58:53,-3.497103256,38.27605344,0,0,other_latrine,flat,0
1028,MWAS_02,7,4,2022,12:03:35,-3.496609639,38.27647352,0,0,mud,triangle,0
1029,MWAS_02,7,4,2022,12:03:56,-3.496469004,38.27657329,0,0,modern_mud,flat,0
1030,MWAS_02,7,4,2022,12:05:33,-3.496436083,38.27638512,0,0,other_latrine,flat,0
1031,MWAS_02,7,4,2022,12:06:22,-3.496122317,38.27607125,0,0,modern_mud,flat,0
1032,MWAS_02,7,4,2022,12:09:11,-3.496064312,38.27609451,0,0,mud,triangle,0
1033,MWAS_02,7,4,2022,12:09:42,-3.496026511,38.27611096,0,0,mud,flat,0
1034,MWAS_02,7,4,2022,12:10:18,-3.496017157,38.27605786,0,0,other_latrine,flat,0
1035,MWAS_02,7,4,2022,12:10:41,-3.49598582,38.27606546,0,0,other_latrine,flat,0
1036,MWAS_02,7,4,2022,12:16:50,-3.494428898,38.27570026,0,0,mud,triangle,0
1037,MWAS_02,7,4,2022,12:17:32,-3.494356473,38.27570476,0,0,other_latrine,flat,0
1038,MWAS_02,7,4,2022,12:33:30,-3.494021285,38.278253,0,0,modern_mud,triangle,0
1039,MWAS_02,7,4,2022,12:34:30,-3.494014408,38.27820525,0,0,mud,triangle,0
1040,MWAS_02,7,4,2022,12:40:35,-3.494940468,38.27684359,0,0,modern_mud,triangle,0
1041,MWAS_02,7,4,2022,12:41:02,-3.494919639,38.2768981,0,0,other_latrine,flat,0
1042,MWAS_02,7,4,2022,12:47:13,-3.496342179,38.27490951,0,0,modern,triangle,0
1043,MWAS_02,7,4,2022,12:48:11,-3.49655099,38.27480457,0,0,modern,flat,0
1044,MWAS_02,7,4,2022,12:48:33,-3.496582878,38.27472637,0,0,modern,flat,0
1045,MWAS_02,7,4,2022,12:51:15,-3.496597039,38.27466907,0,0,other_latrine,flat,0
1046,MWAS_02,7,4,2022,12:55:10,-3.496381642,38.27446569,0,0,modern,flat,0
1047,MWAS_02,7,4,2022,12:58:56,-3.495054502,38.27444979,0,0,other_coup,flat,0
1048,MWAS_02,7,4,2022,12:59:24,-3.49493886,38.27442868,0,0,mud,triangle,0
1049,MWAS_02,7,4,2022,13:00:23,-3.49492746,38.27436249,0,0,other_latrine,flat,0
1050,MWAS_02,7,4,2022,13:01:08,-3.494528739,38.274486,0,0,other_wood,flat,0
1051,MWAS_02,7,4,2022,13:02:05,-3.494179635,38.27458382,0,0,modern_mud,flat,0
1052,MWAS_02,7,4,2022,13:02:29,-3.494257601,38.27452409,0,0,modern,other_straw,0
1053,MWAS_02,7,4,2022,13:02:51,-3.494312414,38.27447556,0,0,modern,triangle,0
1054,MWAS_02,7,4,2022,13:04:04,-3.494305225,38.2745924,0,0,modern,triangle,0
1055,MWAS_02,7,4,2022,13:08:33,-3.494390674,38.27462606,0,0,other_water,other_no roof,0
1056,MWAS_02,7,4,2022,13:10:47,-3.494590295,38.273774,0,0,mud,triangle,0
1057,MWAS_02,7,4,2022,13:14:04,-3.495270025,38.2734614,0,0,modern,triangle,0
1058,MWAS_02,7,4,2022,13:15:01,-3.495312666,38.27337317,0,0,other_coup,flat,0
1059,MWAS_02,7,4,2022,13:15:24,-3.495321912,38.27340585,0,0,other_iron,flat,0
1060,MWAS_02,7,4,2022,13:22:58,-3.495861223,38.27213957,0,0,modern_mud,triangle,0
1061,MWAS_02,7,4,2022,13:23:19,-3.495808667,38.27218299,0,0,mud,flat,0
1062,MWAS_02,7,4,2022,13:26:06,-3.495157991,38.27237692,0,0,other_latrine,flat,0
1063,MWAS_02,7,4,2022,13:27:03,-3.494920582,38.27239505,0,0,modern_mud,triangle,0
1064,MWAS_02,7,4,2022,13:27:42,-3.4948731,38.27238539,0,0,other_coup,flat,0
1065,MWAS_02,7,4,2022,13:32:57,-3.494902012,38.27207208,0,0,mud,flat,0
1066,MWAS_02,7,4,2022,13:33:19,-3.494900837,38.27201448,0,0,mud,flat,0
1067,MWAS_02,7,4,2022,13:33:34,-3.495001912,38.2719557,0,0,other_latrine,flat,0
1068,MWAS_02,7,4,2022,13:40:35,-3.493981426,38.27058725,0,0,mud,triangle,0
1069,MWAS_02,7,4,2022,13:41:19,-3.493944613,38.27064143,0,0,other_latrine,flat,0
1070,MWAS_02,7,4,2022,13:41:56,-3.493641567,38.27033208,0,0,mud,flat,NA
1071,MWAS_02,7,4,2022,13:42:48,-3.493625099,38.27104583,0,0,mud,triangle,0
1072,MWAS_02,7,4,2022,13:43:10,-3.493639517,38.27112173,0,0,mud,flat,0
1073,MWAS_02,7,4,2022,13:46:10,-3.494190694,38.27225675,0,0,modern,triangle,0
1074,MWAS_02,7,4,2022,13:46:47,-3.494270176,38.27220022,0,0,mud,flat,0
1075,MWAS_02,7,4,2022,13:47:15,-3.494222956,38.27212629,0,0,mud,triangle,0
1076,MWAS_02,7,4,2022,13:48:15,-3.494136423,38.27217649,0,0,other_coup,triangle,0
1077,MWAS_02,7,4,2022,13:49:45,-3.49394015,38.2724357,0,0,other_coup,flat,0
1078,MWAS_02,7,4,2022,13:50:27,-3.494007797,38.27250718,0,0,modern_mud,triangle,0
1079,MWAS_02,7,4,2022,13:57:01,-3.493921431,38.27250019,0,0,other_latrine,flat,0
1080,MWAS_02,7,4,2022,13:57:59,-3.494429931,38.27225946,0,0,modern,flat,0
1081,MWAS_02,7,4,2022,14:00:53,-3.494743959,38.27312413,0,0,other_iron,flat,0
1082,MWAS_02,7,4,2022,14:01:46,-3.494636957,38.27312485,0,0,modern_mud,triangle,0
1083,MWAS_02,7,4,2022,14:02:06,-3.494601051,38.27304512,0,0,mud,triangle,0
1084,MWAS_02,7,4,2022,14:02:24,-3.4945515,38.2730602,0,0,other_coup,flat,0
1085,MWAS_02,7,4,2022,10:37:13,-3.499515631,38.27793539,0,0,modern_mud,triangle,1
1086,MWAS_02,7,4,2022,11:44:18,-3.496491988,38.27806902,0,0,modern,triangle,0
1087,MWAS_02,7,4,2022,13:38:15,-3.493710693,38.2706299,0,0,modern_mud,flat,0
1088,MWAS_02,7,4,2022,10:00:55,-3.500188779,38.27536041,0,0,mud,triangle,0
1089,MAKT_XX,27,2,2022,17:00:00,-3.418075137,38.14615837,NA,NA,modern,triangle,1
1090,MAKT_XX,27,2,2022,17:00:00,-3.418066077,38.14602014,NA,NA,modern,triangle,1
1091,MAKT_XX,27,2,2022,17:00:00,-3.418632281,38.14648015,NA,NA,modern,triangle,1
1093,MAKT_XX,8,4,2022,8:46:01,-3.415849415,38.14418192,NA,NA,modern,triangle,1
1094,MAKT_XX,8,4,2022,9:01:46,-3.416982817,38.1441597,NA,0,modern,flat,1
1095,MAKT_XX,8,4,2022,9:07:12,-3.418991511,38.14420948,NA,NA,modern,triangle,1
1096,MAKT_XX,27,2,2022,17:00:00,-3.418718344,38.14614931,0,0,modern,triangle,0
1097,MAKT_XX,27,2,2022,17:00:00,-3.418813466,38.14582073,0,0,modern,triangle,0
1098,MAKT_XX,27,2,2022,17:00:00,-3.419064861,38.1458162,0,0,modern,triangle,0
1102,MAKT_XX,8,4,2022,8:33:41,-3.418041748,38.14628757,0,0,other_latrine,flat,0
1103,MAKT_XX,8,4,2022,8:35:53,-3.419141653,38.1454779,0,0,other_latrine,flat,0
1104,MAKT_XX,8,4,2022,8:36:18,-3.419626271,38.1454828,0,0,other_latrine,flat,0
1105,MAKT_XX,8,4,2022,8:37:18,-3.418640584,38.14663331,0,0,other_latrine,flat,0
1106,MAKT_XX,8,4,2022,8:39:31,-3.421820369,38.14622666,0,0,modern,triangle,0
1107,MAKT_XX,8,4,2022,8:40:07,-3.421781961,38.14606259,0,0,other_latrine,flat,0
1108,MAKT_XX,8,4,2022,8:40:35,-3.421616508,38.14608181,0,0,other_latrine,flat,0
1109,MAKT_XX,8,4,2022,8:45:05,-3.415698074,38.14430185,0,0,modern,flat,0
1110,MAKT_XX,8,4,2022,8:45:32,-3.415869997,38.144297,0,0,mud,triangle,0
1111,MAKT_XX,8,4,2022,8:47:35,-3.415573317,38.14304068,0,0,modern,triangle,0
1112,MAKT_XX,8,4,2022,8:47:53,-3.415322768,38.14322014,0,0,modern,triangle,0
1113,MAKT_XX,8,4,2022,8:48:16,-3.415504986,38.14320875,0,0,other_latrine,flat,0
1114,MAKT_XX,8,4,2022,8:50:24,-3.415536142,38.14297774,0,0,other_latrine,flat,0
1115,MAKT_XX,8,4,2022,8:50:53,-3.415540104,38.14299602,0,0,modern,triangle,0
1116,MAKT_XX,8,4,2022,8:51:05,-3.415276557,38.14317742,0,0,modern,flat,0
1117,MAKT_XX,8,4,2022,8:52:16,-3.414653898,38.14247702,0,0,modern,triangle,0
1118,MAKT_XX,8,4,2022,8:52:44,-3.414636005,38.14241337,0,0,other_latrine,flat,0
1119,MAKT_XX,8,4,2022,8:53:11,-3.414679772,38.1425437,0,0,modern,flat,0
1120,MAKT_XX,8,4,2022,8:53:40,-3.414712675,38.14248921,0,0,modern,flat,0
1121,MAKT_XX,8,4,2022,8:54:33,-3.414736872,38.14204749,0,0,modern,flat,0
1122,MAKT_XX,8,4,2022,8:55:59,-3.41468659,38.14207566,0,0,other_latrine,flat,0
1123,MAKT_XX,8,4,2022,9:04:58,-3.418348771,38.1432019,0,0,modern,triangle,0
1124,MAKT_XX,8,4,2022,9:05:22,-3.418287576,38.14298482,0,0,other_coup,flat,0
1125,MAKT_XX,8,4,2022,9:05:56,-3.418446126,38.14299317,0,0,other_latrine,flat,0
1126,MAKT_XX,8,4,2022,9:06:23,-3.418373806,38.14283453,0,0,other_latrine,flat,0
1127,MAKT_XX,8,4,2022,9:15:37,-3.417065376,38.14405988,0,0,mud,flat,0
1128,MAKT_XX,8,4,2022,9:16:32,-3.417828,38.14368,0,0,modern,flat,0
1129,MAKT_XX,8,4,2022,9:20:29,-3.415582513,38.14711008,0,0,modern,flat,0
1130,MAKT_XX,8,4,2022,9:20:52,-3.415526451,38.14698388,0,0,modern,flat,0
1131,MAKT_XX,8,4,2022,9:21:14,-3.415592324,38.1469979,0,0,other_latrine,flat,0
1132,MAKT_XX,8,4,2022,9:21:42,-3.415620355,38.14719422,0,0,other_latrine,flat,0
1133,MAKT_XX,8,4,2022,9:22:13,-3.415722668,38.14742,0,0,modern,triangle,0
1134,MAKT_XX,8,4,2022,9:22:54,-3.415259634,38.1462319,0,0,modern,triangle,0
1135,MAKT_XX,8,4,2022,9:23:19,-3.415085269,38.14627613,0,0,modern,flat,0
1136,MAKT_XX,8,4,2022,9:23:38,-3.415092637,38.1463695,0,0,modern,flat,0
1137,MAKT_XX,8,4,2022,9:24:02,-3.415107591,38.14642462,0,0,other_latrine,flat,0
1138,MAKT_XX,8,4,2022,9:26:33,-3.413676313,38.14585553,0,0,modern_mud,other_no roof,0
1139,MAKT_XX,8,4,2022,9:27:05,-3.413576511,38.14627096,0,0,modern,flat,0
1140,MAKT_XX,8,4,2022,9:27:30,-3.41347311,38.14630244,0,0,modern,flat,0
1141,MAKT_XX,8,4,2022,9:27:54,-3.413419162,38.14623047,0,0,other_latrine,flat,0
1142,MAKT_XX,8,4,2022,9:28:52,-3.413996901,38.14658282,NA,0,modern,flat,1
1143,MAKT_XX,8,4,2022,9:29:22,-3.413975742,38.14648756,0,0,other_coup,flat,0
1144,MAKT_XX,8,4,2022,9:29:45,-3.413947531,38.14643816,0,0,other_latrine,flat,0
1145,MAKT_XX,8,4,2022,9:32:05,-3.413977253,38.14740527,0,0,modern,flat,0
1146,MAKT_XX,8,4,2022,9:32:51,-3.414411,38.148066,0,0,modern,flat,0
1147,MAKT_XX,8,4,2022,9:36:32,-3.414261349,38.14808803,0,0,other_latrine,flat,0
1148,MAKT_XX,8,4,2022,9:37:21,-3.417088645,38.14871832,0,0,other_latrine,flat,0
1149,MAKT_XX,8,4,2022,9:40:01,-3.417112208,38.14882508,0,0,modern,triangle,0
1150,MAKT_XX,8,4,2022,8:56:35,-3.414465776,38.14162405,0,0,modern,triangle,0
